umoId,title,artistCreator,description,objectId,_id,photographer,people,appDate,isoDate,origDate,creationPlace,event,latitude,longitude,exhibition,labelTextEnglish,labelTextSpanish,locality,specimenNumber,commonName,scientificName,medium,copyright,creditLine,keyword,restrictionsForAccess,materialsReleaseRecd,permissionsRestrictions,sourceInstitution,infoStatus,institutionDesc,habitatDs,dsLocId,generalLocationDs,thenNowDs,internalNotes,,,,,thumbWidth,thumbHeight,thumbAspectRatio,expandedWidth,expandedHeight,expandedAspectRatio
,,,Race into Ocean. Triathletes race past the waters edge into the ocean. A triathlete set to depart in a later wave and a woman stand watching and lend contrast between static and kinetic elements in the picture.,9417839759_124918ac45_o,ds08003,,,7/28/2013,7/28/2013,7/28/2013,"Solana Beach, CA",,32.993988,-117.257494,Attic / Coast to Cactus,Triathletes race past the water’s edge into the ocean.,Atletas de triatlón corren desde la orilla hacia el mar.,,,,,,"(CC) Chris Hunkeler, Creative Commons 2.0 License",Chris Hunkeler,,https://creativecommons.org/licenses/by-sa/2.0/,,https://creativecommons.org/licenses/by-sa/2.0/,,,,Coast,8,North San Diego County,,https://www.flickr.com/photos/chrishunkeler/9417839759/,,,,,175,104,1.68269,1500,890,1.68539
,Big Vineyard,,Big Vineyard,152124696_0f39536237_o,ds08002,,,1930,1930-00-00,ca. 1930,"Escondido, CA",,33.1347254,-117.0699775,Attic / Coast to Cactus,Big vineyard.,Extenso viñedo.,,,,,,"(CC) Escondido Public Library, Creative Commons 2.0 License","Escondido Public Library, Ryan Photo Collection - Escondido Public Library - Pioneer Room (Vol. 2, PC 91-732).",,https://creativecommons.org/licenses/by-nc/2.0/,,https://creativecommons.org/licenses/by-nc/2.0/,,,,?,8,North San Diego County,,https://www.flickr.com/photos/escondidopubliclib/152124696,,,,,175,116,1.50862,1500,999,1.5015
,,"Davis, Edward H.",Anna May Davis standing under a tent set up near the beach at Encinitas. Three boys are in background.,86_15900-60 Davis - Anna May - Camping - Encinitas - 1903,ds08001,Tiberiu Ana,Anna May Davis,1903,1903-00-00,1903,"Encinitas, CA",,33.043982,-117.2536381,Attic / Coast to Cactus,Anna May Davis standing under a tent set up near the beach at Encinitas with three boys in the background.,Anna May Davis parada debajo de una carpa armada cerca de la playa en Encinitas con tres muchachos en el fondo.,,,,,,© San Diego History Center,San Diego History Center,,Need permissions,,,,,,Coast,8,North San Diego County,,http://www.sandiegohistory.org/davis/collection/8615900-60,,,,,175,140,1.25,1500,1200,1.25
,"Mescal Wildlife Sanctuary, California",,"Mescal Wildlife Sanctuary, California",6411968747_f3b6a3a991_o,ds07020,Rennett Stowe,,11/24/2011,11/24/2011,11/24/2011,"Mescal Wildlife Sanctuary, CA",,34.4804692,-117.6891334,Attic / Coast to Cactus,Mescal Wildlife Sanctuary.,Santuario de Vida Silvestre Mescal.,,,,,,"(CC) Tiberiu Ana,  Creative Commons 2.0 License",Tiberiu Ana,wildlife,https://creativecommons.org/licenses/by/2.0/,https://creativecommons.org/licenses/by/2.0/,,,,,Desert,7,Mojave Desert,,https://www.flickr.com/photos/txberiu/6411968747,,,,,175,116,1.50862,1500,997,1.50451
,Desert in Spring,,Desert in Spring,13944339503_2579a20d46_o,ds07019,Rennett Stowe,,4/14/2014,4/14/2014,4/14/2014,"Palmdale, CA",,34.585428,-118.101427,Attic / Coast to Cactus,The desert in spring.,El desierto en la primavera.,,,,,,"(CC) Rennett Stowe,  Creative Commons 2.0 License",Rennett Stowe,"spring, desert",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Desert,7,Mojave Desert,,https://www.flickr.com/photos/tomsaint/13944339503/,,,,,175,129,1.35659,1500,1102,1.36116
,Desert Flower Fields,,Desert Flower Fields,14378153985_a531d9fa61_o,ds07018,Rennett Stowe,,4/19/2014,4/19/2014,4/19/2014,"Antelope Valley, CA",,34.7385489,-118.3958617,Attic / Coast to Cactus,Desert flower fields.,Campos de flores del desierto.,,,,,,"(CC) Rennett Stowe,  Creative Commons 2.0 License",Rennett Stowe,flower,https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Desert,7,Mojave Desert,,https://www.flickr.com/photos/tomsaint/14378153985/,,,,,175,149,1.1745,1500,1279,1.17279
,California Poppies and Acton Daisies,,California Poppies and Acton Daisies,2371593467_1b5d174258_o,ds07017,,,3/29/2008,3/29/2008,3/29/2008,"Antelope Valley Poppy Preserve, CA",,34.7385489,-118.3958617,Attic / Coast to Cactus,California Poppies and Acton Daisies.,Amapolas y Acton Daisies.,,,,,,"(CC) Rennett Stowe,  Creative Commons 2.0 License",Rennett Stowe,"poppy, daisy, flower",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Desert,7,Mojave Desert,,https://www.flickr.com/photos/tomsaint/2371593467/in/photolist-4Bz37x-685kmL-69Htd3-65qzLJ-4Bz37t,,,,,175,131,1.33588,1500,1125,1.33333
,Mojave Desert CA,,Mojave Desert CA,4894765379_9e245985f1_o,ds07016,,,2010,2010-00-00,2010,"Mojave Desert, CA",,34.206407,-114.914932,Attic / Coast to Cactus,"Mojave Desert, California.","El desierto de Mojave, California.",,,,,,"(CC) zeestof,  Creative Commons 2.0 License",zeestof,"aerial, Mojave",https://creativecommons.org/licenses/by-sa/2.0/,,https://creativecommons.org/licenses/by-sa/2.0/,,,,Desert,7,Mojave Desert,,https://www.flickr.com/photos/zeesstof/4894765379/in/photolist-8swXdx-amZYUT-aS1sJn-F84cW-79Y73Z-3Lt5nt-9Grtqh-gAw3mo-wzL7u-ayHk2Z-kuzwru-3LsbXr-gEkskn-3LwZaC-2pXohv-as1ukc-nkLZYe-3LxsRW-iLYADv-5gB6PV-3LtaNc-dKPQQr-dKVmK5-ejuYQf-cXuMH1-hu7sZN-dKVtSW-e3nXPV-jZFS6a-nGG7Te-npebRW-hh9uew-nJDtwH-nzdopx-aKKyYz-avHsTL-buzgr6-7ZBRYR-nMxu1e-5JnNA4-9y2oCD-gSGDpf-dKVkAJ-8sA1GN-4WzJZ5-ijz2Tx-8swXte-4WzHn7-4WzHbj-9K19a9,,,,,175,120,1.45833,1500,1026,1.46199
,Mojave Desert Tortoise,,Mojave Desert Tortoise. The U. S. Fish and Wildlife Service has announced the availability of a Revised Recovery Plan for the threatened Mojave population of the desert tortoise (Gopherus agassizii) under the Endangered Species Act (ESA). The Plan takes a new approach to reversing declines in Mojave desert tortoise populations through a coordinated effort of science-based implementation and evaluation of conservation actions.,6079791590_0c1c9471ce_o,ds07015,,,2009,2009-00-00,2009,"Mojave Desert, CA",,34.3860606,-116.532849,Attic / Coast to Cactus,"Mojave Desert Tortoise (Gopherus agassizii), a threatened species.","Tortuga patona (Gopherus agassizii), una especie en peligro.",,,,,,"(CC) U.S. Fish and Wildlife Service, Creative Commons 2.0 License",U.S. Fish and Wildlife Service,"tortoise, endangered",https://creativecommons.org/licenses/by/2.0/,,https://creativecommons.org/licenses/by/2.0/,,,,Desert,7,Mojave Desert,,https://www.flickr.com/photos/usfws_pacificsw/6079791590/in/set-72157626169676139,,,,,175,117,1.49573,1500,1000,1.5
,Yucca cactus,,"Yucca trees near Victorville, California. Graham Brothers 1 and 1/2 ton truck. Level party of F. W. Hough",theb0837,ds07014,"Howell, E. Bruce.",,1924,1924-00-00,1924,"Victorville, CA",,34.5402925,-117.3614264,Attic / Coast to Cactus,"Yucca near Victorville, California. Graham Brothers' 1-1/2 ton truck.","Izotes cerca de Victorville, California. Camión de una tonelada y media de Graham Brothers.",,,,,,Public Domain/NOAA,NOAA Photo Library,yucca,none,,,,,,Desert,7,Mojave Desert,,http://www.photolib.noaa.gov/htmls/theb0837.htm,,,,,175,108,1.62037,1500,928,1.61638
,"Damage done to the desert pavement, Mojave Desert",,"Photograph caption dated April 3, 1974 reads, ""Richard E. Gutting, Jr., kneeling, attorney for Environmental Defense Fund, and UC Riverside anthropology professor Sylvia Broadbent, examine off-road vehicle dislocation of 'desert pavement,' a dark, rocky covering on desert floor which takes thousands of years to form but is important to the natural balance of desert life. Light swath was made by off-road vehicle race.""",00094577_R,ds07013,,,4/3/1974,4/3/1974,4/3/1974,"Mojave Desert, CA",,34.3860606,-116.532849,Attic / Coast to Cactus,"Environmental attorney Richard E. Gutting, Jr. and UC Riverside professor Sylvia Broadbent examine damage to the ancient desert floor from off-road vehicle racing.","El abogado ambientalista Richard E. Gutting, Jr. y la profesora Sylvia Broadbent de la Universidad de California en Riverside examinan el daño producido al antiguo suelo del desierto por las carreras de vehículos todoterreno.",,,,,,Los Angeles Public Library,Los Angeles Public Library Herald-Examiner Collection,,http://www.lapl.org/collections-resources/photo-order-info,,,,,,Desert,7,Mojave Desert,,http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=34&controlNumber=5022851,,,,,175,138,1.26812,1500,1182,1.26904
,joshua tree,,"""Joshua Tree on Mohave Desert near San Fernanado, April, 1925 """,A19_001,ds07012,,,1925,1925-00-00,1925,"San Fernando, CA",,34.2889984,-118.4359885,Attic / Coast to Cactus,Joshua Tree in the Mojave Desert near San Fernando.,Joshua Tree en el desierto de Mojave cerca de San Fernando.,,,,,,San Diego Natural History Museum,San Diego Natural History Museum,Joshua Tree,,,,,,,Desert,7,Mojave Desert,,San Diego Natural History Museum Rare Book Room page scan A19,,,,,175,122,1.43443,1500,1043,1.43816
,joshua tree,,"Trunk of World's Largest Joshua Tree Near Lancaster, Calif.",11416,ds07011,Pierce & Co.,,1925,1925-00-00,1925,"Lancaster, CA",,34.6998995,-118.131791,Attic / Coast to Cactus,Trunk of world's largest Joshua Tree.,Tronco del árbol de Josué más grande del mundo.,,,,,,check,Pomona Public Library,Joshua Tree,?,,,,,,Desert,7,Mojave Desert,,find this again online-search Pomona Public Library or Calisphere?,,,,,111,175,0.634286,953,1500,0.635333
,Wind sailing,,"Wind Sailing on Rosamond Dry Lake, Tropico Gold Mine",dd1890,ds07010,,,1890,1890-00-00,1890,"Rosamond, CA",,34.8715085,-118.2168561,Attic / Coast to Cactus,Land sailing on Rosamond Dry Lake near Tropico Gold Mine.,Velerismo de tierra en Rosamond Dry Lake cerca de la mina de oro Trópico.,,,,,,,?,?,Seek permissions via the weblink,,,,,,Desert,7,Mojave Desert,,http://www.scvhistory.com/scvhistory/dd1890.htm,,,,,175,131,1.33588,1500,1127,1.33097
,Ucca cactus,,"Yucca cactus at Hesperia, California",17906u,ds07009,Carol M. Highsmith,,1900,1900-00-00,1900,"Hesperia, CA",,34.3878409,-117.3386599,Attic / Coast to Cactus,Yucca Cactus.,Izote.,,,,,,,Library of Congress Prints and Photographs Division,,US Gov't so should be PD,,,,,,Desert,7,Mojave Desert,,http://www.loc.gov/pictures/item/2008678106/,,,,,94,175,0.537143,804,1500,0.536
,"Needles, CA",,"Needles, California",20985u,ds07008,Carol M. Highsmith,,2012,2012-00-00,2012,"Needles, CA",,34.825366,-114.6120665,Attic / Coast to Cactus,"Needles, California.","Needles, California.",,,,,,,Library of Congress Prints and Photographs Division,,"US Gov't so should be PD, but it's a recent photo, so double check ""No known restrictions on publication.""",,,,,,Desert,7,Mojave Desert,,http://www.loc.gov/pictures/item/2013630413/,,,,,175,117,1.49573,1500,1000,1.5
