umoId,title,artistCreator,description,objectId,_id,photographer,people,appDate,isoDate,origDate,creationPlace,event,latitude,longitude,exhibition,labelTextEnglish,labelTextSpanish,locality,specimenNumber,commonName,scientificName,medium,copyright,creditLine,keyword,restrictionsForAccess,materialsReleaseRecd,permissionsRestrictions,sourceInstitution,infoStatus,institutionDesc,habitatDs,dsLocId,generalLocationDs,thenNowDs,internalNotes,,,,,thumbWidth,thumbHeight,thumbAspectRatio,expandedHeight,expandedWidth,expandedAspectRatio,
,86_15900-711 Palomar Mt. - Women on Horseback - Log Cabin - 1911,"Davis, Edward H.",Three women on horseback next to a log cabin along the trail to Palomar Mountain.,86 15900-711,ds10005,,,1911,1911-00-00,1911,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,Three women on horseback next to a log cabin along the trail to Palomar Mountain.,Tres mujeres a caballo al lado de una cabaÃ±a de troncos en el sendero hacia el Monte Palomar.,,,,,,"Â© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes,Â click here for a reproduction order form. All image use, other than home, business display, or research will have anÂ additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.orgÂ or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-711,,,,,175,140,1.25,1000,800,1.25,Tres mujeres a caballo al lado de una cabaÃ±a de troncos en el sendero hacia el Monte Palomar.
,86_15900-570 Palomar Mt. - Campfire - 1907,"Davis, Edward H.",A group of people eating near a campfire. Small tables in background hold dishes and a pail. Group appears to include Davis' children and an unidentified man and woman.,86 15900-570,ds10004,,,1907,1907-00-00,1907,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,A group of people eating near a campfire. Small tables in background hold dishes and a pail. Group appears to include Davis' children and an unidentified man and woman.,Un grupo comiendo cerca de una fogata. PequeÃ±as mesas en el fondo donde se apoyan platos y una cubeta. El grupo parece incluir a los hijos de Davis y un hombre y una mujer no identificados.,,,,,,"Â© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes,Â click here for a reproduction order form. All image use, other than home, business display, or research will have anÂ additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.orgÂ or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-570,,,,,175,140,1.25,1000,800,1.25,Un grupo comiendo cerca de una fogata. PequeÃ±as mesas en el fondo donde se apoyan platos y una cubeta. El grupo parece incluir a los hijos de Davis y un hombre y una mujer no identificados.
,86_15900-567 Davis - Marion - Palomar Mt. - 1907,"Davis, Edward H.",Marion Davis on a fallen tree and leaning over to touch the stream below with a branch.,86 15900-567,ds10003,,,1907,1907-00-00,1907,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,Marion Davis on a fallen tree and leaning over to touch the stream below with a branch.,Marion Davis sobre un Ã¡rbol caÃ_do e inclinÃ¡ndose para tocar el arroyo con una rama.,,,,,,"Â© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes,Â click here for a reproduction order form. All image use, other than home, business display, or research will have anÂ additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.orgÂ or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-567,,,,,140,175,0.8,640,800,0.8,Marion Davis sobre un Ã¡rbol caÃ_do e inclinÃ¡ndose para tocar el arroyo con una rama.
,86_15900-564 Palomar Mt. - Sleeping Outdoor - 1907,"Davis, Edward H.",Two people sleeping outdoors between two large trees.,86 15900-564,ds10002,,,1907,1907-00-00,1907,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,Two people sleeping outdoors between two large trees.,Dos personas durmiendo al aire libre entre dos Ã¡rboles de gran tamaÃ±o.,,,,,,"Â© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes,Â click here for a reproduction order form. All image use, other than home, business display, or research will have anÂ additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.orgÂ or 619-232-6203 x 127.",San Diego History Center,"forest, camping",See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-564,,,,,175,140,1.25,1000,800,1.25,Dos personas durmiendo al aire libre entre dos Ã¡rboles de gran tamaÃ±o.
,86_15900-556 Palomar Mt. - Forest - 1906,"Davis, Edward H.",A fallen tree over a small creek in the forest on Palomar Mountain.,86 15900-556,ds10001,,,1906,1906-00-00,1906,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,A fallen tree over a small creek in the forest on Palomar Mountain.,Un Ã¡rbol caÃ_do sobre un pequeÃ±o arroyo en el bosque en el Monte Palomar.,,,,,,"Â© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes,Â click here for a reproduction order form. All image use, other than home, business display, or research will have anÂ additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.orgÂ or 619-232-6203 x 127.",San Diego History Center,forest,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-556,,,,,140,175,0.8,640,800,0.8,Un Ã¡rbol caÃ_do sobre un pequeÃ±o arroyo en el bosque en el Monte Palomar.
,"El Morro Beach, Laguna Beach, circa 1950",,"El Morro Beach, Laguna Beach, circa 1950",11212500736_ccb5e5a18e_o,ds09005,,,1950,1950-00-00,ca. 1950,"El Morro Beach, Laguna Beach, CA",,33.585339,-117.801834,Attic / Coast to Cactus,El Morro Beach.,El Morro Beach.,,,,,,Orange County Archives,Photo courtesy Orange County Archives.,,"There are no known copyright restrictions on this image. All future uses of this photo should include the courtesy line, ""Photo courtesy Orange County Archives.""",,https://creativecommons.org/licenses/by/2.0/,,,,Coast,9,Orange County,,https://www.flickr.com/photos/ocarchives/11212500736/,,,,,175,112,1.5625,1000,641,1.56006,El Morro Beach.
,,,cool blue guy.,9540118457_b7a396c4f4_o,ds09004,tdlucas5000,,18-Aug-13,8/18/13,2013-Aug-18,"Los Alamitos, CA",,33.8002669,-118.0627104,Attic / Coast to Cactus,A cool blue dragonfly.,Una libÃ©lula azul.,,,,,,"(CC) tdlucas5000, Creative Commons License 2.0",tdlucas5000,dragonfly,https://creativecommons.org/licenses/by-sa/2.0/,,https://creativecommons.org/licenses/by-sa/2.0/,,,,Coast,9,Orange County,,https://www.flickr.com/photos/tdlucas5000/9540118457,,,,,175,109,1.6055,1000,625,1.6,Una libÃ©lula azul.
,,,Light-footed clapper rails being release on Seal Beach National Wildlife Refuge,6241296664_14c72581b3_o,ds09003, Lisa Cox/USFWS,,29-Sep-11,9/29/11,2011-Sep-29,"Seal Beach National Wildlife Refuge, CA",,33.7552454,-118.078925,Attic / Coast to Cactus,Light-footed Clapper Rails being released on Seal Beach National Wildlife Refuge.,Rascones picudos siendo liberados en el Refugio Nacional de Vida Silvestre de Seal Beach.,,,,,,"(CC) U.S. Fish & Wildlife Service, Creative Commons 2.0 License",Lisa Cox/U.S. Fish & Wildlife Service,"endangered, clapper rail, wetland",https://creativecommons.org/licenses/by/2.0/,,,,,,Coast,9,Orange County,,https://www.flickr.com/photos/usfws_pacificsw/6241296664/in/set-72157625068637776/,,,,,175,117,1.49573,1000,667,1.49925,Rascones picudos siendo liberados en el Refugio Nacional de Vida Silvestre de Seal Beach.
,"Storm damage, Sunset Beach, Sept. 1939",,"Storm damage, Sunset Beach, Sept. 1939",5013005348_a62376d639_o,ds09002,,,Sep-39,1939-09-00,1939-Sep,"Sunset Beach, Huntington Beach, CA",,33.7164069,-118.0689517,Attic / Coast to Cactus,Storm damage on Sunset Beach.,DaÃ±os ocasionados por la tormenta en Sunset Beach.,,,,,,Orange County Archives,Photo courtesy Orange County Archives,"storm, damage","There are no known copyright restrictions on this image. All future uses of this photo should include the courtesy line, ""Photo courtesy Orange County Archives.""",,https://creativecommons.org/licenses/by/2.0/,,,,Coast,9,Orange County,,https://www.flickr.com/photos/ocarchives/5013005348/,,,,,175,100,1.75,1000,574,1.74216,DaÃ±os ocasionados por la tormenta en Sunset Beach.
,"Women artists, Laguna BeachÂ [graphic]",,"Four women are enjoying watermelons whileÂ campingÂ and painting in a eucalyptus grove in Laguna Beach. Canvases, paint brushes and palettes are on a box in front of the seated women. A metal camp stove is in front of the tent and pans hang from a nearby tree. To the right is a carriage, sans horse.",74114,ds09001,,,189u,189u-00-00,ca. 189u,"Laguna Beach, CA",,33.5482831,-117.774753,Attic / Coast to Cactus,Four women are enjoying watermelons whileÂ campingÂ and painting in a eucalyptus grove in Laguna Beach.,Cuatro mujeres disfrutan comiendo sandÃ_as mientras acampan y pintan en una arboleda de eucaliptos en Laguna Beach.,,,,,,Los Angeles Public Library,Los Angeles Public Library Security Pacific National Bank Collection,"artist, beach, camping",http://www.lapl.org/collections-resources/photo-order-info,,,,,,Coast,9,Orange County,,http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=69&controlNumber=4774278,,,,,175,110,1.59091,1000,627,1.5949,Cuatro mujeres disfrutan comiendo sandÃ_as mientras acampan y pintan en una arboleda de eucaliptos en Laguna Beach.
,,,"Looking south. Shows bigcone spruce in ravine. Black oak woodland at top of slope. Chaparral, Quercus dumosa and Ceanothus divaricatus. At the right this chaparral has replaced fire destroyed woodland of coast live and Engelmann oak.",VTM00007881a_k,ds08005,"Wieslander, Albert Everett",,1931,1931-00-00,1931,"Ramona, CA",,33.0352805,-116.8701971,Attic / Coast to Cactus,Looking south. Shows bigcone spruce in ravine. Black oak woodland at top of slope. At the right chaparral has replaced fire-destroyed woodland of coast live and Engelmann oak.,"Mirando al sur. Se ven douglasias en el barranco y un bosque de encinos en la cima de la cuesta. A la derecha, el chaparral ha reemplazado al bosque de encinos verdes y Engelmann Oaks destruido por el fuego.",,,,,,not subject to copyright,"Marian Koshland Bioscience and Natural Resources Library, University of California, Berkeley,Â www.lib.berkeley.edu/BIOS/vtm/.",,"These images from the Wieslander Vegetation Type Mapping (VTM) Collection are in the public domain. As such they are not subject to copyright and no permission is necessary to download them or use them as you wish. However, we would appreciate any use of this site be noted with the phrase: ""Images from the Wieslander Vegetation Type Mapping Collection are courtesy of the Marian Koshland Bioscience and Natural Resources Library, University of California, Berkeley,Â www.lib.berkeley.edu/BIOS/vtm/."" We would also appreciate being notified when materials from this site are used in other sites or publications. Please use ourÂ Comment Form.",,,,,,Chaparral?,8,North San Diego County,,http://digitalassets.lib.berkeley.edu/vtm/ucb/images/VTM00007881a_k.jpg,,,,,175,109,1.6055,1000,625,1.6,"Mirando al sur. Se ven douglasias en el barranco y un bosque de encinos en la cima de la cuesta. A la derecha, el chaparral ha reemplazado al bosque de encinos verdes y Engelmann Oaks destruido por el fuego."
