"umoId","title","artistCreator","description","objectId","_id","photographer","people","appDate","isoDate","origDate","creationPlace","event","latitude","longitude","exhibition","labelTextEnglish","labelTextSpanish","locality","specimenNumber","commonName","scientificName","medium","copyright","creditLine","keyword","restrictionsForAccess","materialsReleaseRecd","permissionsRestrictions","sourceInstitution","infoStatus","institutionDesc","habitatDs","dsLocId","generalLocationDs","thenNowDs","internalNotes","","","","","thumbWidth","thumbHeight","thumbAspectRatio","expandedHeight","expandedWidth","expandedAspectRatio"
"","Damage done to the desert pavement, Mojave Desert","","Photograph caption dated April 3, 1974 reads, ""Richard E. Gutting, Jr., kneeling, attorney for Environmental Defense Fund, and UC Riverside anthropology professor Sylvia Broadbent, examine off-road vehicle dislocation of 'desert pavement,' a dark, rocky covering on desert floor which takes thousands of years to form but is important to the natural balance of desert life. Light swath was made by off-road vehicle race.""","00094577_R","ds07013","Howell, E. Bruce.","","date-April 03, 1974","iso-1974-04-03","1974-Apr-03","Mojave Desert, CA","","34.3860606","-116.532849","Attic / Coast to Cactus","Environmental attorney Richard E. Gutting, Jr. and a UC Riverside professor Sylvia Broadbent examine damage to the ancient desert floor from off-road vehicle racing.","","","","","","","Los Angeles Public Library","Los Angeles Public Library Herald-Examiner Collection","","http://www.lapl.org/collections-resources/photo-order-info","","","","","","Desert","7","Mojave Desert","","http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=34&controlNumber=5022851","","","","","175","138","1.26812","1500","1182","1.26904"
"","joshua tree","","""Joshua Tree on Mohave Desert near San Fernanado, April, 1925 ""","A19_001","ds07012","","","date-1925","iso-1925-00-00","1925","San Fernando, CA","","34.2889984","-118.4359885","Attic / Coast to Cactus","Joshua Tree on Mohave Desert near San Fernando, April, 1925","","","","","","","San Diego Natural History Museum","San Diego Natural History Museum","Joshua Tree","","","","","","","Desert","7","Mojave Desert","","San Diego Natural History Museum Rare Book Room page scan A19","","","","","175","122","1.43443","1500","1043","1.43816"
"","joshua tree","","Trunk of World's Largest Joshua Tree Near Lancaster, Calif.","11416","ds07011","","","date-1925","iso-1925-00-00","1925","Lancaster, CA","","34.6998995","-118.131791","Attic / Coast to Cactus","Trunk of world's largest Joshua Tree.","","","","","","","check","Pomona Public Library","Joshua Tree","?","","","","","","Desert","7","Mojave Desert","","find this again online-search Pomona Public Library or Calisphere?","","","","","111","175","0.634286","953","1500","0.635333"
"","Wind sailing","","Wind Sailing on Rosamond Dry Lake, Tropico Gold Mine","dd1890","ds07010","Pierce & Co.","","date-1890","iso-1890-00-00","1890","Rosamond, CA","","34.8715085","-118.2168561","Attic / Coast to Cactus","Wind Sailing on Rosamond Dry Lake near Tropico Gold Mine.","","","","","","","","?","?","Seek permissions via the weblink","","","","","","Desert","7","Mojave Desert","","http://www.scvhistory.com/scvhistory/dd1890.htm","","","","","175","131","1.33588","1500","1127","1.33097"
"","Ucca cactus","","Yucca cactus at Hesperia, California","17906u","ds07009","","","date-1900","iso-1900-00-00","1900","Hesperia, CA","","34.3878409","-117.3386599","Attic / Coast to Cactus","Yucca cactus.","","","","","","","","Library of Congress Prints and Photographs Division","","US Gov't so should be PD","","","","","","Desert","7","Mojave Desert","","http://www.loc.gov/pictures/item/2008678106/","","","","","94","175","0.537143","804","1500","0.536"
"","Needles, CA","","Needles, California","20985u","ds07008","Carol M. Highsmith","","date-2012","iso-2012-00-00","2012","Needles, CA","","34.825366","-114.6120665","Attic / Coast to Cactus","Needles, California.","","","","","","","","Library of Congress Prints and Photographs Division","","US Gov't so should be PD, but it's a recent photo, so double check ""No known restrictions on publication.""","","","","","","Desert","7","Mojave Desert","","http://www.loc.gov/pictures/item/2013630413/","","","","","175","117","1.49573","1500","1000","1.5"
"","Wind turbines","","Wind Turbines in the Mojave Desert in Southern California","20994u","ds07007","Carol M. Highsmith","","date-2012","iso-2012-00-00","2012","Mojave Desert, CA","","34.3860606","-116.532849","Attic / Coast to Cactus","Wind turbines in the Mojave Desert.","","","","","","","","Library of Congress Prints and Photographs Division","","US Gov't so should be PD, but it's a recent photo, so double check ""No known restrictions on publication.""","","","","","","Desert","7","Mojave Desert","","http://www.loc.gov/pictures/item/2013630422/","","","","","175","76","2.30263","1500","654","2.29358"
"","Kelso Dunes","","Kelso Dunes, also known as the Kelso Dune Field, the largest field of eolian sand deposits in the Mojave Desert, California","23773u","ds07006","Carol M. Highsmith","","date-2012","iso-2012-00-00","2012","Kelso Dunes, CA","","34.9108217","-115.7311089","Attic / Coast to Cactus","Kelso Dunes, also known as the Kelso Dune Field, is the largest field of eolian sand deposits in the Mojave Desert, California.","","","","","","","","Library of Congress Prints and Photographs Division","","US Gov't so should be PD, but it's a recent photo, so double check ""No known restrictions on publication.""","","","","","","Desert","7","Mojave Desert","","http://www.loc.gov/pictures/item/2013630951/","","","","","175","106","1.65094","1500","910","1.64835"
"","Granite Peak","","A view of Granite Peak in the Providence Mountains from the desert floor in the Mojave National Preserve in southwestern California","23774u","ds07005","Carol M. Highsmith","","date-2012","iso-2012-00-00","2012","Granite Peak, Mojave Desert, CA","","34.9108217","-115.7311089","Attic / Coast to Cactus","A view of Granite Peak, Providence Mountains, from the desert floor in the Mojave National Preserve, southwestern California.","","","","","","","","Library of Congress Prints and Photographs Division","","US Gov't so should be PD, but it's a recent photo, so double check ""No known restrictions on publication.""","","","","","","Desert","7","Mojave Desert","","http://www.loc.gov/pictures/item/2013630952/","","","","","175","111","1.57658","1500","952","1.57563"
"","Mojave Desert","","Mojave Desert, California","12167u","ds07004","Carol M. Highsmith","","date-2000","iso-2000-00-00","2000","Mojave Desert, CA","","34.3860606","-116.532849","Attic / Coast to Cactus","Mojave Desert, California.","","","","","","","","Library of Congress Prints and Photographs Division","","US Gov't so should be PD, but it's a recent photo, so double check ""No known restrictions on publication.""","","","","","","Desert","7","Mojave Desert","","http://www.loc.gov/pictures/item/2011630364/  date is approximate-between 1980 and 2006","","","","","175","139","1.25899","1500","1188","1.26263"
"","Verma Bricker","","Verma Bricker with stone pestle and wooden mortar and three pottery vessels of various styles beside her.","OP 13029-509   San Diego History Center_R","ds07003","","","date-1920","iso-1920-00-00","1920","Needles, CA","","34.825366","-114.6120665","Attic / Coast to Cactus","Verma Bricker with stone pestle and wooden mortar and three pottery vessels of various styles beside her.","","","","","","","© San Diego History Center","San Diego History Center","mortar","see SDHC license","see SDHC license","see SDHC license","","","","Desert","7","Mojave Desert","","http://www.sandiegohistory.org/davis/collection/op-13029-509","","","","","102","175","0.582857","873","1500","0.582"
"","Railroad","","Mojave Desert country, crossed by Santa Fe R.R., Cadiz, Calif.","1a34763u","ds07002","Jack Delano","","date-1943","iso-1943-00-00","1943","Cadiz, CA","","34.5199973","-115.5127662","Attic / Coast to Cactus","Mojave Desert country, crossed by Santa Fe Railroad.","","","","","","","","Library of Congress Prints and Photographs Division","railroad","US Gov't so should be PD","","","","","","Desert","7","Mojave Desert","","http://www.loc.gov/pictures/resource/fsac.1a34763/","","","","","175","136","1.28676","1500","1163","1.28977"
"","Aerial","","Oblique aerial view of eastern Mojave Desert. San Bernardino County, California. 1965.","wre00198","ds07001","R.E. Wallace","","date-1965","iso-1965-00-00","1965","Mojave Desert, CA","","34.3860606","-116.532849","Attic / Coast to Cactus","Oblique aerial view of eastern Mojave Desert, San Bernardino County, California.","","","","","","","","United States Geological Survey","aerial","US Gov't so should be PD","","","","","","Desert","7","Mojave Desert","","/htmllib/btch212/btch212j/btch212z/btch212/wre00198.jpg","","","","","166","175","0.948571","1421","1500","0.947333"
"","Torrey Pines sunset","","Sunset at Torrey Pines Gliderport","Sbard_Torrey02","ds06004","Susanne Clara Bard","","date-January 18, 2014","iso-2014-01-18","2014-Jan-18","La Jolla, CA","","32.889867","-117.251201","Attic / Coast to Cactus","Sunset at Torrey Pines Gliderport.","","","","","","","© Susanne Clara Bard","","","Need release","","","","","","Coast","6","San Diego - North Coast","","","","","","","175","131","1.33588","1500","1119","1.34048"
"","","","A rare Torrey Pine, about 1880.","torrey pine tree, ch 2_R","ds06003","","","date-1880","iso-1880-00-00","ca. 1880","Torrey Pines, CA","","32.926987","-117.259262","Attic / Coast to Cactus","A rare Torrey Pine about 1880.","","","","","","","© San Diego Natural History Museum","San Diego Natural History Museum","","","","","","","","Coast","6","San Diego - North Coast","","Inspired by Nature Book","","","","","138","175","0.788571","1180","1500","0.786667"
"","","","Phil's mom at Torrey Pines.","Phil's mom at La Jolla","ds06002","","Jerry Sheppard","date-1944","iso-1944-00-00","1944","Torrey Pines, CA","","32.926987","-117.259262","","Phil's mom at Torrey Pines.","","","","","","","© Jerry Sheppard","Jerry Sheppard","","","","","","","","","","San Diego - North Coast","","","","","","","122","175","0.697143","1049","1500","0.699333"
"","A pelican flying by at Windansea in La Jolla","","A pelican flying by at Windansea in La Jolla","8805906737_1d6c295957_o","ds06001","Ernie Tyler","","date-March 20, 2013","iso-2013-03-20","2013-Mar-20","La Jolla, CA","","32.8311587","-117.2811488","Attic / Coast to Cactus","A pelican flying by at Windansea in La Jolla.","","","","","","","Ernie Tyler","Ernie Tyler","","https://creativecommons.org/licenses/by/2.0/","","https://creativecommons.org/licenses/by/2.0/","","","","Coast","6","San Diego - North Coast","","https://www.flickr.com/photos/ernietbiker/8805906737/","","","","","175","101","1.73267","1500","868","1.72811"
